DATES,USGG2YR_Index,USGG10YR_Index,USGG30YR_Index,VIX_Index,MOVE_Index,AAIIBULL_Index,AAIIBEAR_Index,SPX_Index_14DRSI,SPX_Index_30DRSI,TED_G_Index,BAA10YB_Index
11/22/2013,0.2784,2.7427,3.8292,12.26,66.8119,34.39,29.48,66.53,63.02,16.5616,98.7262
11/25/2013,0.2785,2.7283,3.8186,12.79,65.0567,34.39,29.48,65.28,62.49,17.5008,98.1669
11/26/2013,0.2893,2.7077,3.7982,12.81,65.2655,34.39,29.48,65.37,62.53,17.0686,96.2348
11/27/2013,0.2854,2.7373,3.815,12.98,67.7774,34.39,29.48,66.78,63.18,17.6757,95.2696
11/28/2013,0.2854,2.7373,3.815,12.98,67.7774,47.3,28.25,66.78,63.18,17.8257,95.2696
11/29/2013,0.2814,2.7445,3.8106,13.7,67.965,47.3,28.25,65.86,62.82,18.3329,95.5506
12/2/2013,0.2854,2.7951,3.856,14.23,73.1473,47.3,28.25,62.65,61.58,18.8149,94.4857
12/3/2013,0.2855,2.7825,3.8444,14.55,72.0794,47.3,28.25,59.02,60.14,20.5811,93.7542
12/4/2013,0.2895,2.8342,3.9011,14.7,75.7952,47.3,28.25,57.56,59.55,19.622,94.5758
12/5/2013,0.3014,2.8717,3.9138,15.08,76.0999,42.64,27.55,52.87,57.61,18.5828,91.8324
12/6/2013,0.3016,2.8553,3.8893,13.79,69.2368,42.64,27.55,61.56,61,18.5079,94.4706
12/9/2013,0.2977,2.8389,3.8713,13.49,67.754,42.64,27.55,62.77,61.52,19.1899,94.1119
12/10/2013,0.2978,2.8006,3.8381,13.91,70.5118,42.64,27.55,59.25,60.07,17.5936,91.9354
12/11/2013,0.3058,2.8535,3.8857,15.42,71.7821,42.64,27.55,48.8,55.28,17.7936,89.6471
12/12/2013,0.3219,2.8773,3.8938,15.54,72.7988,41.27,25,45.93,53.82,17.6937,90.2653
12/13/2013,0.3242,2.8646,3.8731,15.76,72.6109,41.27,25,45.85,53.78,18.3008,89.5403
12/16/2013,0.3303,2.8784,3.8938,16.03,69.918,41.27,25,51.38,55.86,18.2008,88.1629
12/17/2013,0.3184,2.8354,3.8659,16.21,68.4634,41.27,25,48.74,54.61,18.3507,88.4636
12/18/2013,0.3324,2.8931,3.9065,13.8,64.9565,41.27,25,60.48,59.63,18.4257,83.688
12/19/2013,0.3638,2.9291,3.9093,14.15,67.7439,47.46,25.08,59.95,59.39,17.9937,83.0932
12/20/2013,0.3756,2.8886,3.823,13.79,67.3065,47.46,25.08,62.83,60.76,19.2579,85.1355
12/23/2013,0.3834,2.9274,3.8489,13.04,66.1591,47.46,25.08,65.77,62.21,18.5008,83.262
12/24/2013,0.3952,2.9775,3.893,12.48,67.7712,47.46,25.08,67.31,62.99,18.0936,82.2537
12/25/2013,0.3952,2.9775,3.893,12.48,67.7712,47.46,25.08,67.31,62.99,18.0936,82.2537
12/26/2013,0.407,2.9905,3.9239,12.33,66.7598,55.06,18.54,69.69,64.24,18.6007,81.9478
12/27/2013,0.3874,3,3.9367,12.46,65.8279,55.06,18.54,69.3,64.08,18.5758,81.0005
12/30/2013,0.3795,2.9703,3.9012,13.56,69.0673,55.06,18.54,69.08,63.99,18.5758,79.971
12/31/2013,0.3799,3.0282,3.9679,13.72,73.546,55.06,18.54,71.26,65.08,18.0186,76.1838
1/1/2014,0.3799,3.0282,3.9679,13.72,73.546,55.06,18.54,71.26,65.08,18.0186,76.1838
1/2/2014,0.3801,2.989,3.9221,14.23,73.3983,43.09,29.27,60.88,60.81,18.2007,78.0954
1/3/2014,0.3965,2.9948,3.9248,13.76,72.7462,43.09,29.27,60.53,60.65,17.3937,77.5195
1/6/2014,0.3927,2.9576,3.9003,13.55,69.8862,43.09,29.27,57.81,59.48,19.372,78.2371
1/7/2014,0.3909,2.9391,3.8849,12.92,73.7774,43.09,29.27,62.23,61.35,20.6611,79.0893
1/8/2014,0.425,2.9894,3.8921,12.87,75.284,43.09,29.27,61.98,61.25,20.9981,79.062
1/9/2014,0.4292,2.9652,3.8795,12.89,73.7426,43.62,25,62.25,61.35,20.6161,79.4785
1/10/2014,0.3699,2.8579,3.7999,12.14,61.1819,43.62,25,64.03,62.09,20.6161,81.2083
1/13/2014,0.356,2.8257,3.7726,13.28,58.9156,43.62,25,50.13,56.07,21.3551,82.4267
1/14/2014,0.3782,2.8709,3.8017,12.28,61.6336,43.62,25,58.39,59.52,20.6331,81.912
1/15/2014,0.3905,2.8912,3.823,12.28,60.8149,43.62,25,61.69,61.04,20.2361,79.876
1/16/2014,0.3826,2.8414,3.7726,12.53,60.7997,38.99,21.49,60.34,60.43,20.5931,82.8574
1/17/2014,0.3712,2.8194,3.748,12.44,60.2776,38.99,21.49,56.49,58.65,20.6181,83.059
1/20/2014,0.3712,2.8194,3.748,12.44,60.2776,38.99,21.49,56.49,58.65,20.6681,83.059
1/21/2014,0.3755,2.8286,3.748,12.87,59.5467,38.99,21.49,58.51,59.52,20.1111,82.1371
1/22/2014,0.4,2.8656,3.7594,12.84,60.5215,38.99,21.49,58.94,59.71,20.6681,82.4445
1/23/2014,0.3596,2.7772,3.6821,13.77,62.2177,38.12,23.76,50.32,55.68,20.3111,85.2797
1/24/2014,0.3355,2.715,3.6325,18.14,63.5076,38.12,23.76,36.82,47.91,18.972,92.4972
1/27/2014,0.3398,2.7479,3.6649,17.42,64.2053,38.12,23.76,34.54,46.38,18.5399,91.2096
1/28/2014,0.3399,2.7488,3.6735,15.8,64.5183,38.12,23.76,39.59,48.51,19.047,89.1182
1/29/2014,0.3515,2.6767,3.6163,17.35,64.5494,38.12,23.76,34.76,45.39,19.504,91.3254
1/30/2014,0.3436,2.6949,3.6341,17.29,64.8556,32.18,32.76,42.95,49.09,22.2391,90.507
1/31/2014,0.3277,2.644,3.5985,18.41,64.725,32.18,32.76,39.82,47.17,21.6321,93.6037
2/3/2014,0.2942,2.5761,3.5307,21.44,65.7989,32.18,32.76,31.24,41.3,21.0251,96.3889
2/4/2014,0.3118,2.6294,3.601,19.11,66.7971,32.18,32.76,36.09,43.67,18.5749,95.0601
2/5/2014,0.3117,2.6675,3.6477,19.95,67.2613,32.18,32.76,35.37,43.19,18.0578,93.2488
2/6/2014,0.3196,2.7003,3.6683,17.23,67.1836,27.9,36.41,42.87,46.91,17.0937,91.9694
2/7/2014,0.3034,2.6829,3.6726,15.29,64.7498,27.9,36.41,49.69,50.53,15.2723,88.7076
2/10/2014,0.3073,2.6674,3.6503,15.26,62.2608,27.9,36.41,50.45,50.94,17.8079,90.2591
2/11/2014,0.3311,2.725,3.688,14.51,61.4936,27.9,36.41,55.55,53.77,19.097,86.5046
2/12/2014,0.339,2.7608,3.7201,14.3,61.0023,27.9,36.41,55.4,53.69,19.047,84.9245
2/13/2014,0.311,2.732,3.6829,14.14,58.0866,40.15,27.34,58.06,55.16,21.5571,82.7993
2/14/2014,0.3107,2.7428,3.6969,13.57,57.2949,40.15,27.34,60.18,56.35,22.5711,81.7211
2/17/2014,0.3107,2.7428,3.6969,13.57,57.2949,40.15,27.34,60.18,56.35,22.4961,81.7211
2/18/2014,0.2985,2.7069,3.6777,13.87,55.9861,40.15,27.34,60.7,56.63,21.9341,82.312
2/19/2014,0.3145,2.7392,3.7127,15.5,57.2794,40.15,27.34,56.25,54.54,18.797,81.0823
2/20/2014,0.3185,2.7509,3.7232,14.79,58.7042,42.2,22.8,59.21,56.08,18.997,81.9134
2/21/2014,0.3142,2.731,3.6934,14.68,58.3839,42.2,22.8,57.86,55.46,19.9361,81.8951
2/24/2014,0.3181,2.7382,3.6986,14.23,57.3609,42.2,22.8,60.94,57.05,19.8861,81.1763
2/25/2014,0.314,2.7023,3.6586,13.67,56.796,42.2,22.8,59.91,56.59,19.304,81.7717
2/26/2014,0.3245,2.6655,3.6249,14.35,57.7949,42.2,22.8,59.92,56.6,19.274,82.4454
2/27/2014,0.3206,2.6387,3.5916,14.04,58.1373,39.69,21.13,62.62,57.92,20.0611,83.127
2/28/2014,0.3169,2.6476,3.5822,14,57.6628,39.69,21.13,64.09,58.66,19.002,83.2436
3/3/2014,0.3012,2.6012,3.5542,16,57.754,39.69,21.13,57.6,55.96,19.002,86.8821
3/4/2014,0.3329,2.6977,3.6473,14.1,63.1562,39.69,21.13,65.36,59.89,18.972,82.2324
3/5/2014,0.333,2.7048,3.6473,13.89,60.8082,39.69,21.13,65.31,59.87,18.3699,81.5151
3/6/2014,0.3411,2.7373,3.6899,14.21,60.9756,40.51,26.63,66.14,60.3,18.947,81.2744
3/7/2014,0.3693,2.7879,3.7206,14.11,58.1573,40.51,26.63,66.4,60.44,19.002,81.2087
3/10/2014,0.3655,2.777,3.7215,14.2,55.6788,40.51,26.63,65.92,60.25,19.8861,82.2966
3/11/2014,0.3697,2.768,3.7092,14.8,55.5136,40.51,26.63,60.68,58.21,19.274,82.2027
3/12/2014,0.3618,2.73,3.6733,14.47,55.0744,40.51,26.63,60.88,58.29,19.354,85.0013
3/13/2014,0.338,2.6446,3.5906,16.22,57.4802,41.34,26.82,50.32,53.82,19.279,87.5444
3/14/2014,0.3424,2.6543,3.5992,17.82,62.8359,41.34,26.82,48.18,52.82,18.922,87.5671
3/17/2014,0.3586,2.6921,3.6283,15.64,61.8348,41.34,26.82,55.17,55.71,18.882,86.7948
3/18/2014,0.3466,2.6722,3.6137,14.52,59.2076,41.34,26.82,59.62,57.74,18.922,87.7762
3/19/2014,0.4195,2.7725,3.6568,15.12,65.6161,41.34,26.82,54.62,55.49,18.3149,84.7486
3/20/2014,0.4197,2.7716,3.6629,14.52,60.8191,36.78,26.15,58.31,57.18,18.2899,84.8393
3/21/2014,0.4245,2.7426,3.6068,15,60.8191,36.78,26.15,55.92,56.11,18.722,84.743
3/24/2014,0.4329,2.7281,3.5617,15.09,58.7127,36.78,26.15,52.12,54.35,18.947,86.1929
3/25/2014,0.425,2.748,3.5914,14.02,58.3352,36.78,26.15,55.08,55.64,18.872,82.1999
3/26/2014,0.4418,2.6919,3.5422,14.93,57.7753,36.78,26.15,49.79,53.16,19.279,83.8107
3/27/2014,0.4457,2.681,3.5271,14.62,59.4231,31.16,28.61,48.43,52.51,20.3181,82.8951
3/28/2014,0.4496,2.7208,3.5473,14.41,61.9359,31.16,28.61,51.86,53.94,19.7861,81.923
3/31/2014,0.4183,2.718,3.5583,13.88,61.815,31.16,28.61,57.13,56.27,20.0181,82.1958
4/1/2014,0.4301,2.7525,3.6059,13.1,61.526,31.16,28.61,61.22,58.23,19.2611,81.748
4/2/2014,0.4539,2.8045,3.6473,13.09,66.275,31.16,28.61,62.79,59,21.4891,78.5517
4/3/2014,0.454,2.7972,3.6291,13.37,65.2048,35.36,26.79,61.73,58.56,21.5141,77.2818
4/4/2014,0.4107,2.7207,3.5837,13.96,58.7747,35.36,26.79,51.35,53.88,20.9321,78.9299
4/7/2014,0.3948,2.6998,3.5574,15.57,55.6606,35.36,26.79,44.52,50.36,20.9071,79.0164
4/8/2014,0.3949,2.6808,3.5379,14.89,55.9286,35.36,26.79,47.13,51.49,20.1951,79.9186
4/9/2014,0.3631,2.6898,3.5726,13.82,54.7194,35.36,26.79,53.96,54.62,19.7131,77.0156
4/10/2014,0.3511,2.6474,3.5194,15.89,55.4351,28.48,34.11,42.53,48.38,19.6631,76.2646
4/11/2014,0.355,2.6247,3.4827,17.03,58.6405,28.48,34.11,38.61,45.96,19.0961,78.5265
4/14/2014,0.367,2.6472,3.4876,16.11,59.1522,28.48,34.11,43.43,48.26,19.8231,77.2755
4/15/2014,0.367,2.6283,3.4611,15.61,59.187,28.48,34.11,47.13,50.07,19.5931,78.1726
4/16/2014,0.367,2.6282,3.4437,14.18,58.0214,28.48,34.11,52.37,52.76,20.2501,79.1758
4/17/2014,0.3952,2.7215,3.5219,13.36,59.4777,27.22,34.25,53.03,53.1,20.5571,74.852
4/18/2014,0.3952,2.7215,3.5219,13.36,59.4777,27.22,34.25,53.03,53.1,20.5571,74.8528
4/21/2014,0.3912,2.7151,3.5219,13.25,56.8273,27.22,34.25,54.9,54.05,20.0501,75.4902
4/22/2014,0.3993,2.7105,3.4942,13.19,57.0941,27.22,34.25,56.9,55.08,20.3251,75.9464
4/23/2014,0.4418,2.6987,3.4784,13.27,56.5768,27.22,34.25,55.46,54.4,21.3541,74.1302
4/24/2014,0.4378,2.6805,3.4527,13.32,57.8493,34.5,26.02,56.38,54.85,22.278,74.9489
4/25/2014,0.43,2.6623,3.4428,14.06,58.073,34.5,26.02,51.01,52.33,21.6461,75.7698
4/28/2014,0.4319,2.7005,3.4859,13.97,59.1022,34.5,26.02,52.93,53.21,21.978,71.955
4/29/2014,0.4378,2.6913,3.4867,13.71,59.9428,34.5,26.02,55.68,54.5,21.5211,74.8667
4/30/2014,0.4104,2.6459,3.4593,13.41,58.8846,34.5,26.02,57.37,55.3,19.8001,75.409
5/1/2014,0.4065,2.6133,3.4132,13.25,58.8385,29.77,29.45,57.26,55.25,20.2571,75.6694
5/2/2014,0.4224,2.5843,3.3668,12.91,55.3438,29.77,29.45,56.14,54.78,20.7641,78.569
5/5/2014,0.4185,2.6068,3.4074,13.29,55.3438,29.77,29.45,57.38,55.32,20.7641,77.3161
5/6/2014,0.4226,2.5914,3.383,13.8,58.6651,29.77,29.45,50.02,52.21,20.4571,77.8554
5/7/2014,0.3988,2.5878,3.4025,13.4,57.3378,29.77,29.45,53.96,53.87,19.8601,77.2205
5/8/2014,0.3869,2.6161,3.4344,13.43,57.3378,28.34,28.66,52.85,53.4,19.8001,72.3915
5/9/2014,0.383,2.6233,3.4634,12.92,56.0906,28.34,28.66,53.97,53.86,20.3821,73.6727
5/12/2014,0.395,2.6611,3.4967,12.23,56.1711,28.34,28.66,60.43,56.7,20.4821,71.8907
5/13/2014,0.379,2.6089,3.4464,12.13,56.0906,28.34,28.66,60.69,56.82,20.3571,75.1098
5/14/2014,0.367,2.5427,3.3767,12.17,55.2719,28.34,28.66,56.23,55.05,20.5071,75.7294
5/15/2014,0.3509,2.4893,3.3245,13.17,55.7207,33.12,22.61,48.6,51.74,20.5571,79.0655
5/16/2014,0.3589,2.5231,3.346,12.44,58.6954,33.12,22.61,51.42,52.9,21.3391,76.6887
5/19/2014,0.3427,2.5445,3.3858,12.42,58.1717,33.12,22.61,54.2,54.08,20.6671,75.5481
5/20/2014,0.3346,2.5106,3.3833,12.96,60.0082,33.12,22.61,49.07,51.81,20.2751,75.9353
5/21/2014,0.3386,2.532,3.4118,11.91,59.1208,33.12,22.61,54.79,54.27,19.6931,76.7967
5/22/2014,0.3426,2.5499,3.4261,12.03,58.228,30.43,26.4,56.34,54.97,19.6731,77.0101
5/23/2014,0.3424,2.5321,3.3933,11.36,58.228,30.43,26.4,59.06,56.22,19.8931,76.795
5/26/2014,0.3424,2.5321,3.3933,11.36,58.228,30.43,26.4,59.06,56.22,19.8931,76.795
5/27/2014,0.3444,2.5142,3.3608,11.51,56.7714,30.43,26.4,62.62,57.93,20.4501,77.5799
5/28/2014,0.3652,2.4431,3.2942,11.68,55.1642,30.43,26.4,61.54,57.49,19.7181,78.6911
5/29/2014,0.375,2.4644,3.3228,11.57,56.3801,36.46,23.2,64.69,59.02,19.6931,77.5643
5/30/2014,0.373,2.4759,3.3277,11.4,58.295,36.46,23.2,65.73,59.54,19.6981,76.4123
6/2/2014,0.3868,2.5267,3.3691,11.58,59.7275,36.46,23.2,66.16,59.75,20.1801,79.3291
6/3/2014,0.3987,2.5985,3.4379,11.87,60.9403,36.46,23.2,65.7,59.58,19.6981,76.1479
6/4/2014,0.3908,2.6021,3.4396,12.08,64.9098,36.46,23.2,66.93,60.16,19.9081,75.7855
6/5/2014,0.379,2.5824,3.4362,11.68,65.1219,39.51,22.22,70.82,62.07,20.0181,75.7649
6/6/2014,0.3988,2.5869,3.432,10.73,59.2726,39.51,22.22,73.25,63.37,19.9181,75.3098
6/9/2014,0.4188,2.6032,3.4388,11.15,57.3291,39.51,22.22,73.73,63.63,20.0131,74.6848
6/10/2014,0.4388,2.6439,3.4779,10.99,56.8955,39.51,22.22,73.36,63.51,19.9881,72.6122
6/11/2014,0.4309,2.6394,3.4659,11.6,55.3718,39.51,22.22,68.06,61.73,19.4311,73.0623
6/12/2014,0.437,2.5951,3.4101,12.56,56.0907,44.69,21.25,58.9,58.34,19.5111,73.4909
6/13/2014,0.4493,2.6033,3.4134,12.18,58.3924,44.69,21.25,61.36,59.35,20.1681,73.6719
6/16/2014,0.4675,2.597,3.3958,12.65,58.0734,44.69,21.25,62.02,59.63,20.5251,74.3024
6/17/2014,0.4797,2.6523,3.4421,12.06,58.3924,44.69,21.25,63.74,60.34,20.0581,72.7729
6/18/2014,0.4435,2.5844,3.4008,10.61,59.4466,44.69,21.25,69.1,62.76,21.5791,76.563
6/19/2014,0.4477,2.6206,3.466,10.62,55.5349,35.17,24.13,69.9,63.15,21.9461,71.9429
6/20/2014,0.4561,2.6052,3.4337,10.85,54.88,35.17,24.13,71,63.68,22.0461,73.4755
6/23/2014,0.4643,2.6261,3.4549,10.98,54.5909,35.17,24.13,70.78,63.61,22.753,71.388
6/24/2014,0.4563,2.5781,3.3991,12.13,53.8576,35.17,24.13,61.18,60.15,21.3321,73.1852
6/25/2014,0.4804,2.5592,3.3815,11.59,54.0555,35.17,24.13,65.04,61.78,21.3571,74.0796
6/26/2014,0.4627,2.5286,3.3557,11.63,53.2533,37.22,21.09,63.4,61.15,20.8751,74.1415
6/27/2014,0.4607,2.534,3.3665,11.26,53.2783,37.22,21.09,64.94,61.8,21.4321,74.5999
6/30/2014,0.4567,2.5304,3.3599,11.57,52.7366,37.22,21.09,64.37,61.59,21.0421,74.9596
7/1/2014,0.4645,2.5647,3.3983,11.15,58.2541,37.22,21.09,69.54,63.84,21.1521,74.5304
7/2/2014,0.4803,2.6264,3.4609,10.82,59.5758,37.22,21.09,70.01,64.05,21.9391,73.3628
7/3/2014,0.5059,2.6383,3.4694,10.32,56.8914,38.51,22.39,73.62,65.81,22.703,73.1672
7/4/2014,0.5059,2.6383,3.4694,10.32,56.8914,38.51,22.39,73.62,65.81,22.803,73.1672
7/7/2014,0.5119,2.611,3.4362,11.33,55.0533,38.51,22.39,67.33,63.5,22.3961,73.8955
7/8/2014,0.504,2.5557,3.3723,11.98,54.9666,38.51,22.39,57.82,59.62,21.3321,76.4258
7/9/2014,0.4761,2.5503,3.374,11.65,55.1653,38.51,22.39,61.64,61.22,21.3821,74.9674
7/10/2014,0.4541,2.5359,3.3698,12.59,55.6134,37.64,28.65,56.69,59.06,21.8391,77.4126
7/11/2014,0.4479,2.516,3.3366,12.08,54.7685,37.64,28.65,57.98,59.58,21.8391,77.3971
7/14/2014,0.4599,2.5468,3.3715,11.82,54.4204,37.64,28.65,61.99,61.28,21.7391,77.3243
7/15/2014,0.4759,2.5468,3.3673,11.96,54.0261,37.64,28.65,59.54,60.23,21.7891,77.3233
7/16/2014,0.4839,2.526,3.3374,11,52.8802,37.64,28.65,62.96,61.7,21.8391,79.4029
7/17/2014,0.4436,2.4458,3.2661,14.54,54.4908,32.36,28.48,50.06,55.68,22.3461,83.4154
7/18/2014,0.4777,2.4809,3.2881,12.06,54.4105,32.36,28.48,58,59.21,22.1461,81.9137
7/21/2014,0.4899,2.4674,3.2563,12.81,53.8511,32.36,28.48,55.82,58.12,21.7891,83.2645
7/22/2014,0.4716,2.4601,3.2498,12.24,53.8013,32.36,28.48,59.37,59.77,21.2321,82.9851
7/23/2014,0.4675,2.4655,3.2636,11.52,53.3872,32.36,28.48,60.57,60.34,21.3821,82.4464
7/24/2014,0.4918,2.5025,3.2954,11.84,54.2576,29.63,29.94,60.92,60.5,21.4821,81.7503
7/25/2014,0.4877,2.4655,3.2385,12.69,54.4272,29.63,29.94,55.68,58.07,20.8751,82.4502
7/28/2014,0.5,2.4853,3.2547,12.56,54.0815,29.63,29.94,55.92,58.18,21.0751,82.4671
7/29/2014,0.5393,2.4601,3.2248,13.28,53.8049,29.63,29.94,51.2,55.95,22.1891,82.9926
7/30/2014,0.5551,2.5569,3.3126,13.33,55.8916,29.63,29.94,51.26,55.97,20.9181,80.308
7/31/2014,0.5276,2.5578,3.3167,16.95,56.4578,31.12,31.12,35.85,47.43,21.8821,80.2157
8/1/2014,0.4723,2.4925,3.2807,17.03,52.2603,31.12,31.12,34.29,46.4,21.7821,83.7462
8/4/2014,0.4644,2.4817,3.288,15.12,52.2977,31.12,31.12,41.18,49.25,22.1891,84.8317
8/5/2014,0.4624,2.4844,3.2831,16.87,56.6779,31.12,31.12,35.71,45.83,21.6821,84.5609
8/6/2014,0.4564,2.4708,3.27,16.37,56.9231,31.12,31.12,35.72,45.83,21.3921,86.9174
8/7/2014,0.4285,2.4114,3.2239,16.66,59.4998,30.89,38.23,32.85,43.98,21.2821,88.865
8/8/2014,0.4442,2.4203,3.2303,15.77,62.4736,30.89,38.23,43.04,48.44,21.4821,88.9721
8/11/2014,0.4401,2.4275,3.2432,14.23,60.2733,30.89,38.23,45.21,49.45,20.8451,87.2538
8/12/2014,0.432,2.4491,3.2765,14.13,59.366,30.89,38.23,44.13,48.86,20.7751,87.091
8/13/2014,0.4119,2.4166,3.2432,12.9,58.8215,30.89,38.23,49.43,51.31,20.3181,88.3382
8/14/2014,0.4158,2.4015,3.1917,12.42,58.5286,39.81,26.96,52.59,52.83,20.5751,87.8496
8/15/2014,0.4074,2.3397,3.1323,13.15,60.3933,39.81,26.96,52.54,52.81,20.6751,89.0268
8/18/2014,0.4154,2.3927,3.1983,12.32,61.6902,39.81,26.96,58.47,55.73,20.6751,87.7338
8/19/2014,0.4273,2.3997,3.2131,12.21,61.9655,39.81,26.96,61.53,57.34,20.9051,89.0256
8/20/2014,0.4717,2.4264,3.2205,11.78,62.78,39.81,26.96,62.99,58.13,21.4621,87.3647
8/21/2014,0.4676,2.4068,3.1884,11.76,60.1866,46.11,23.65,64.72,59.06,22.4761,87.3162
8/22/2014,0.4918,2.4024,3.1566,11.47,59.8425,46.11,23.65,62.59,58.15,22.3191,88.7586
8/25/2014,0.5,2.382,3.1314,11.7,57.1546,46.11,23.65,65.52,59.69,22.3191,89.7965
8/26/2014,0.4918,2.3962,3.1623,11.63,56.4543,46.11,23.65,66.15,60.03,21.7821,88.379
8/27/2014,0.5118,2.3573,3.1024,11.78,56.87,46.11,23.65,66.18,60.04,20.9251,89.2737
8/28/2014,0.5,2.3361,3.0744,12.05,59.7762,51.92,19.23,64,59.2,20.8251,89.3932
8/29/2014,0.4882,2.3431,3.0792,11.98,60.4894,51.92,19.23,66.34,60.33,21.3321,88.692
9/1/2014,0.4882,2.3431,3.0792,11.98,60.4894,51.92,19.23,66.34,60.33,21.3321,88.692
9/2/2014,0.5237,2.4211,3.1753,12.25,61.3464,51.92,19.23,65.59,60.05,21.7891,89.8879
9/3/2014,0.5158,2.3962,3.1419,12.36,64.8956,51.92,19.23,64.46,59.63,21.3821,91.3777
9/4/2014,0.5317,2.4497,3.209,12.64,64.9445,44.67,23.96,62.18,58.8,21.2821,90.0316
9/5/2014,0.5079,2.4587,3.2263,12.09,60.2652,44.67,23.96,66.37,60.66,20.6951,90.1328
9/8/2014,0.5279,2.4712,3.2247,12.66,60.0292,44.67,23.96,61.85,58.97,21.3321,89.8773
9/9/2014,0.5558,2.5036,3.2338,13.5,61.5036,44.67,23.96,53.52,55.58,22.4461,90.6432
9/10/2014,0.5679,2.5414,3.2722,12.88,63.2071,44.67,23.96,56.97,57,21.9391,89.8557
9/11/2014,0.56,2.5496,3.2772,12.8,62.8485,40.38,26.6,57.79,57.34,22.3961,89.0389
9/12/2014,0.5602,2.6105,3.3441,13.31,65.5969,40.38,26.6,50.75,54.32,22.4461,88.9493
9/15/2014,0.5402,2.5887,3.3433,14.12,66.0884,40.38,26.6,49.97,53.97,22.4461,90.1257
9/16/2014,0.5362,2.5924,3.3604,12.73,67.0857,40.38,26.6,57.37,56.98,22.4261,88.7574
9/17/2014,0.5686,2.6198,3.369,12.65,62.2601,40.38,26.6,58.52,57.48,21.8891,88.022
9/18/2014,0.5606,2.6144,3.3476,12.03,62.0303,42.24,22.98,62.64,59.33,22.803,90.5632
9/19/2014,0.5649,2.5745,3.284,12.11,59.8303,42.24,22.98,61.99,59.07,22.2961,90.5504
9/22/2014,0.5487,2.5636,3.2891,13.69,58.0017,42.24,22.98,52.21,54.88,23.5589,90.6352
9/23/2014,0.5366,2.5275,3.2463,14.93,57.4324,42.24,22.98,46.56,52.15,22.3961,92.2549
9/24/2014,0.5866,2.5637,3.279,13.27,58.324,42.24,22.98,53.82,55.25,22.4961,92.6266
9/25/2014,0.5511,2.5022,3.2115,15.64,59.1476,41.84,28.23,41.26,48.48,22.853,94.7783
9/26/2014,0.5748,2.5276,3.214,14.85,64.5379,41.84,28.23,48.07,51.68,22.2961,97.2375
9/29/2014,0.5708,2.4771,3.1647,15.98,62.302,41.84,28.23,46.34,50.7,23.003,101.2933
9/30/2014,0.567,2.4888,3.1967,16.31,64.2055,41.84,28.23,44.45,49.64,21.9891,101.1185
10/1/2014,0.5158,2.3856,3.0919,16.71,64.2874,41.84,28.23,36.81,45.03,22.2461,104.4438
10/2/2014,0.5237,2.425,3.1427,16.16,66.1585,35.42,30.9,36.82,45.04,22.1061,103.5037
10/3/2014,0.5575,2.434,3.1233,14.55,62.5016,35.42,30.9,45.8,49.23,22.653,102.6023
10/6/2014,0.5318,2.4196,3.1273,15.46,60.4444,35.42,30.9,44.83,48.69,22.753,101.0383
10/7/2014,0.504,2.3391,3.0464,17.2,65.2652,35.42,30.9,36.72,43.84,22.603,104.0858
10/8/2014,0.4483,2.3213,3.0599,15.11,64.9501,35.42,30.9,48.19,49.73,22.9089,103.8672
10/9/2014,0.4403,2.3133,3.0496,18.76,66.4678,39.88,30.98,39.02,43.99,22.403,104.669
10/10/2014,0.4239,2.2804,3.0124,21.24,68.6927,39.88,30.98,35.12,41.31,22.493,108.9626
10/13/2014,0.4239,2.2804,3.0124,24.64,68.6927,39.88,30.98,30.45,37.92,22.553,108.9626
10/14/2014,0.3678,2.1973,2.9531,22.79,74.6406,39.88,30.98,31.37,38.41,22.403,111.2699
10/15/2014,0.3076,2.1358,2.9176,26.25,101.2812,39.88,30.98,29.22,36.85,21.2891,108.4165
10/16/2014,0.3433,2.1559,2.9353,25.2,90.1146,42.66,33.7,29.31,36.9,20.5401,114.408
10/17/2014,0.3709,2.1936,2.9678,21.99,82.9222,42.66,33.7,37.19,40.94,21.1071,111.6447
10/20/2014,0.3505,2.1909,2.9655,18.57,79.2418,42.66,33.7,42.18,43.62,21.1821,109.9135
10/21/2014,0.3624,2.2217,2.9904,16.08,78.8942,42.66,33.7,51.2,48.82,22.0461,106.8304
10/22/2014,0.3582,2.2164,2.9904,17.87,77.2481,42.66,33.7,48.12,47.11,21.7591,110.3644
10/23/2014,0.3863,2.2712,3.0431,16.53,80.409,49.69,22.5,53.19,50.13,22.853,108.8758
10/24/2014,0.3859,2.2685,3.0423,16.11,81.609,49.69,22.5,55.88,51.79,22.803,109.1503
10/27/2014,0.3816,2.2605,3.0368,16.04,77.5638,49.69,22.5,55.15,51.41,22.753,108.9528
10/28/2014,0.3937,2.296,3.0678,14.39,74.7009,49.69,22.5,59.66,54.16,22.2461,108.3956
10/29/2014,0.4811,2.3174,3.0495,15.15,72.9907,49.69,22.5,58.91,53.79,22.2461,110.2551
10/30/2014,0.4693,2.3058,3.0463,14.52,69.5575,49.37,21.07,61.27,55.21,22.728,110.418
10/31/2014,0.4914,2.3353,3.0662,14.03,68.691,49.37,21.07,65.33,57.75,22.703,110.4704
11/3/2014,0.5114,2.3425,3.0638,14.73,67.4482,49.37,21.07,65.25,57.72,22.728,114.7541
